Student_ID,Age,Gender,Education_Level,Stream,Specialization,Attendance_Percentage,CGPA,Semester_Marks_Percent,Internal_Marks,Practical_Marks,Project_Score,Lab_Score,Assignment_Score,Competition_Participation_Count,Olympiad_Participation,Hackathons_Count,Internships_Count,Research_Experience,Volunteer_Activities,Club_Activities,Leadership,Communication,Confidence,Creativity,Problem_Solving,Critical_Thinking,Adaptability,Teamwork,Decision_Making,Time_Management,Curiosity,Analytical_Thinking,Stress_Management,Self_Learning,Persistence,Interests,Skills,Certifications,Recommended_Career
STU107815,23,Male,Postgraduate,MBA,Finance,77.6,8.02,92.3,82.5,87.7,60.9,82.2,100,2,No,0,1,No,Yes,Yes,8,7,6,6,6,3,8,5,5,5,6,7,4,9,6,Banking|Taxation|Insurance|E-commerce|Accounting,unknown,Google Digital Marketing Certificate|IIBA Certified Business Analysis Professional (CBAP)|Certificate in Digital Marketing (IIM/NMIMS),Sales Manager
STU107816,20,Female,Diploma,Diploma Paramedical,Radiology Technology,83.4,8.41,65.9,,63.3,82.3,64.2,69.9,3,No,0,,No,No,No,6,6,6,5,6,6,5,7,5,7,5,5,5,7,6,Surgery|Public Health|Alternative Medicine|Dentistry|Fitness and Wellness,Anatomy Knowledge:Beginner|Teamwork:Intermediate|Ethical Reasoning:Intermediate,None,Dentist
STU107817,21,Female,Undergraduate,BPEd,Physical Education,93.9,6.75,67.8,59.1,70.5,69.6,59.4,68.8,2,No,0,1,No,No,Yes,5,8,8,6,9,7,6,6,4,4,6,8,6,6,5,Adventure Sports|Gym and Bodybuilding|Martial Arts,Sports Injury Management:Advanced|Coaching:Advanced|Nutrition for Athletes:Advanced|Adaptability:Advanced|Teamwork:Intermediate|Problem Solving:Advanced,None,Fitness Trainer
STU107818,22,Female,ITI,ITI,Plumber,92.2,10,67.1,76.3,80.3,89.5,82.3,,4,No,0,3,No,No,Yes,9,8,9,7,9,7,8,7,7,8,7,8,6,10,6,Tailoring|Machine Operation|Carpentry|Welding|Plumbing,Electrical Wiring:Expert|Critical Thinking:Expert|Networking (Professional):Advanced|Problem Solving:Advanced|Decision Making:Intermediate|Time Management:Advanced,None,Electrician
STU107819,26,Female,Postgraduate,MSc,Environmental Science,,9.56,75.9,78,,67.6,69,78.9,1,No,1,0,No,No,Yes,6,9,7,7,6,8,8,6,6,6,7,7,6,6,7,Research|Biology|Organic Farming|Chemistry|Physics|Meteorology|Wildlife|Scientific Writing,Environmental Monitoring:Expert|Emotional Intelligence:Advanced|Active Listening:Advanced|Decision Making:Advanced|Ethical Reasoning:Intermediate|Resilience:Expert,None,University Lecturer (Science)
STU107820,20,Male,ITI,ITI,Draughtsman Civil,93.5,,,65.7,71.1,59.1,72,71.8,3,No,4,1,No,No,Yes,,,,,,,,,,,,,,,,3D Printing|Structural Design|CAD Modelling|Aeronautics,AutoCAD:Advanced|Time Management:Advanced|Critical Thinking:Intermediate|Ethical Reasoning:Advanced|Networking (Professional):Advanced,NPTEL - Machine Design|Certified Six Sigma Green Belt|Autodesk Certified User - AutoCAD|NPTEL - Thermodynamics|Coursera - Introduction to Robotics|NPTEL - Fluid Mechanics and Hydraulic Machines,Jewellery Designer
STU107821,23,Male,Undergraduate,BTTM,Tourism and Travel Management,99.9,,85.5,87,89.3,85.5,,,2,No,0,1,No,Yes,Yes,6,5,6,6,6,6,7,2,8,6,7,7,5,7,7,Travel|Cruise and Aviation Hospitality|Tourism,Food and Beverage Service:Expert|Event Planning:Expert|Housekeeping Management:Advanced|Baking:Expert|Cooking:Advanced|Active Listening:Advanced|Teamwork:Advanced|Cultural Sensitivity:Intermediate|Delegation:Intermediate|Problem Solving:Advanced,None,Hotel Manager
STU107822,22,Male,ITI,ITI,Automobile Mechanic,80.6,6.31,73,78.8,,61.5,,70.5,2,No,0,0,No,No,No,5,5,5,7,5,6,4,5,5,6,6,2,7,5,7,Tailoring|Automobile Repair|Machine Operation|Carpentry|Electrical Repair|Welding,Tool and Die Making:Intermediate|Carpentry:Intermediate|Electrical Wiring:Advanced|Decision Making:Advanced|Cultural Sensitivity:Advanced|Critical Thinking:Intermediate,None,CNC Operator
STU107823,20,Male,Undergraduate,BTTM,Tourism and Travel Management,88,8.39,81.3,91.2,70.1,76.7,66,74.9,4,Yes,0,0,Yes,No,No,6,4,6,8,6,5,5,8,3,5,6,7,7,4,6,Travel|Event Management,Hotel Front Office Operations:Intermediate|Food and Beverage Service:Intermediate|Event Planning:Advanced|Customer Service:Advanced|Housekeeping Management:Advanced|Baking:Intermediate|Travel Itinerary Planning:Advanced|Cooking:Beginner|Problem Solving:Intermediate|Presentation Skills:Beginner|Networking (Professional):Beginner,None,Cabin Crew
STU107824,25,Male,Postgraduate,MA,Economics,86.7,9.64,99.6,92.7,100,97,98,100,1,No,0,2,No,Yes,Yes,10,8,9,7,9,7,7,8,8,8,7,9,8,8,7,Archaeology|Political Science|Philosophy|Writing|History,Screenwriting:Advanced|Qualitative Research:Expert|Counselling Techniques:Expert|Academic Writing:Expert|Policy Analysis:Advanced|Survey Design:Advanced|Oral History Documentation:Intermediate|Translation:Expert|Historical Research:Expert|Decision Making:Advanced|Communication:Advanced|Cultural Sensitivity:Intermediate,Coursera - Modern World History|NPTEL - Indian History and Culture,Teacher
STU107825,26,Male,Postgraduate,MTech/ME,Thermal Engineering,84.4,9.17,90.3,90.5,84.6,100,78.1,89.3,0,No,1,1,No,Yes,No,7,8,4,7,8,7,7,8,5,6,6,5,4,8,8,Aeronautics|Manufacturing|Renewable Energy|Drones|Structural Design|CAD Modelling|Machines and Tools|3D Printing,SolidWorks:Expert|Revit:Expert|Vehicle Diagnostics:Intermediate|Fluid Mechanics Applications:Advanced|Structural Analysis:Expert|Piping Design:Advanced|AutoCAD:Expert|Circuit Design:Advanced|3D Printing:Expert|Non-Destructive Testing:Expert|Self Learning:Expert|Leadership:Advanced|Creativity:Advanced|Emotional Intelligence:Expert,None,Piping Engineer
STU107826,15,Female,Higher Secondary,Science,"Physics, Chemistry, Maths (PCM)",83.2,10,75.3,77.1,68.6,96.7,,70.8,0,Yes,0,,No,No,No,7,6,8,7,7,6,6,8,7,5,8,10,8,7,7,Aeronautics|Renewable Energy|Drones|Structural Design|Artificial Intelligence|Industrial Automation|3D Printing|Construction Technology,Renewable Energy Systems:Advanced|Persuasion:Intermediate|Adaptability:Expert|Stress Management:Intermediate|Time Management:Advanced,None,Paralegal
STU107827,18,Female,Diploma,Diploma Hospitality,Hotel Management,79.1,7.22,62.5,62.2,67.1,,66.6,58.5,3,No,0,,No,Yes,No,,,,,,,,,,,,,,,,Hotel Management|Cruise and Aviation Hospitality|Tourism|Baking|Travel|Cooking,Cooking:Advanced|Problem Solving:Intermediate|Conflict Resolution:Beginner|Leadership:Advanced,Certificate in Event Management|Certificate in Hotel Management (IHM),Event Manager
STU107828,17,Other,Higher Secondary,Humanities,"Psychology, Sociology, English",,8.07,85.6,87.8,,69,91.9,96.2,4,Yes,0,,No,No,Yes,8,8,6,6,5,5,8,4,6,5,6,7,6,7,6,Archaeology|Reading|Writing|Psychology|Cooking|History|Literature|Culture and Heritage,Academic Writing:Intermediate|Editing and Proofreading:Expert|Policy Analysis:Advanced|Self Learning:Beginner|Stress Management:Intermediate,None,Content Writer
STU107829,23,Male,Undergraduate,BA,English,78.3,7.58,82.2,88.9,79.6,,80.1,77.7,2,No,0,0,No,No,No,7,6,8,7,4,8,7,6,6,6,8,6,6,5,7,Structural Design|Literature|Political Science,Museum Curation:Advanced|Leadership:Advanced|Communication:Advanced,None,Content Writer
STU107830,26,Female,Professional Degree,Professional Degree,Advocate (Bar Council),92,8.9,72.5,66.3,,67.3,72,75,0,No,0,1,No,Yes,Yes,5,4,3,4,4,6,3,7,6,5,6,6,6,6,6,Human Rights|Corporate Law|Law and Justice|International Relations|Debating,NULL,NPTEL - Constitutional Law|Coursera - International Law Specialization|Certificate Course in Cyber Law,Structural Engineer
STU107831,22,Female,Undergraduate,BBA,Business Analytics,90.1,8.01,78.4,79.2,67.2,71.3,65.6,78.2,1,No,0,1,No,Yes,No,6,6,7,3,6,6,3,7,5,6,6,9,8,5,7,Stock Market|Taxation|Supply Chain|Insurance|Mentoring,QuickBooks:Expert|Customer Relationship Management:Intermediate|Zoho CRM:Advanced|Public Relations:Intermediate|Investment Analysis:Expert|Risk Management:Advanced|Vendor Management:Advanced|Warehouse Management:Intermediate|Negotiation:Advanced|Time Management:Intermediate|Teamwork:Advanced|Presentation Skills:Beginner|Ethical Reasoning:Intermediate,HubSpot Inbound Marketing Certification,HR Manager
STU107832,20,Male,Diploma,Diploma Paramedical,Radiology Technology,97.1,9.91,85.9,70.1,97.6,92.4,96.1,75.4,2,No,0,,No,No,No,7,5,8,8,5,5,7,6,7,6,4,7,5,7,6,Human Anatomy|First Aid|Pharmacology|Animal Care,Emergency Response:Advanced|Active Listening:Advanced|Resilience:Beginner|Communication:Intermediate|Decision Making:Expert|Self Learning:Advanced,Coursera - Anatomy Specialization|Coursera - Nutrition and Lifestyle in Pregnancy|Certified Nursing Assistant (CNA)|Certificate in Clinical Research,Event Manager
STU107833,24,Female,Undergraduate,CA (Chartered Accountancy),Chartered Accountancy,80.4,,82.3,91.5,89.4,76.7,86.8,79.7,4,No,0,3,Yes,No,Yes,7,7,5,6,5,4,6,4,6,8,5,7,7,5,7,Investment|Business Strategy|Supply Chain|Digital Marketing|E-commerce|Insurance|Startups,Financial Modelling:Expert|Payroll Management:Advanced|Financial Analysis:Advanced|Public Relations:Expert|SAP:Advanced|Customer Relationship Management:Intermediate|Creativity:Intermediate|Innovation Mindset:Beginner|Time Management:Beginner|Communication:Beginner,Certificate in Digital Marketing (IIM/NMIMS),Digital Marketing Specialist
STU107834,21,Female,ITI,ITI,Welder,98.8,8.83,51.1,69.7,52.9,66.4,64.6,50.8,2,No,0,1,No,Yes,Yes,6,7,5,4,7,3,4,6,8,5,4,3,4,6,5,Tailoring|Machine Operation|Carpentry|Cruise and Aviation Hospitality|Electrical Repair|Welding|Plumbing,Machine Operation:Intermediate|Tailoring and Stitching:Advanced|Carpentry:Advanced|Electrical Wiring:Intermediate|Refrigeration and AC Repair:Intermediate|Active Listening:Advanced|Networking (Professional):Intermediate,NA,Automobile Mechanic
STU107835,26,Male,Postgraduate,MBA,Operations,81.9,10,78.7,87.3,70.5,78.3,68.5,84.9,1,No,0,2,No,Yes,No,7,6,8,7,7,7,8,7,8,6,7,6,6,8,9,Investment,SEO:Expert|Critical Thinking:Intermediate|Creativity:Advanced,NPTEL - Business Analytics|NCFM Certification (NSE)|IIBA Certified Business Analysis Professional (CBAP)|PMI Project Management Professional (PMP),Tax Consultant
STU107836,21,Female,Undergraduate,BTech/BE,Electronics and Communication,74.8,5.07,56.7,51.9,47.3,83.7,36.4,64.9,1,No,1,1,No,No,Yes,4,5,4,4,5,4,5,4,5,3,6,4,4,5,8,Aeronautics|Mechatronics|Drones|Surveying|Power Systems|3D Printing|Construction Technology,Non-Destructive Testing:Beginner|Persuasion:Advanced|Emotional Intelligence:Intermediate|Delegation:Beginner|Problem Solving:Intermediate,Certified SolidWorks Professional (CSWP)|Autodesk Certified Professional - Inventor,Site Engineer
STU107837,19,Other,ITI,ITI,Welder,70.2,6.79,64.9,76.5,62.2,63.4,53.5,59.5,0,No,0,0,No,Yes,Yes,5,6,6,6,6,5,4,7,5,7,6,7,4,5,6,Automobile Repair|Tailoring|Machine Operation|Electrical Repair|Welding|Cooking,Tool and Die Making:Advanced|Refrigeration and AC Repair:Intermediate|Creativity:Beginner|Delegation:Intermediate|Leadership:Intermediate|Communication:Intermediate|Persuasion:Beginner,None,Carpenter
STU107838,15,Male,Higher Secondary,Commerce,Commerce without Maths,82.2,7.22,69.9,74.3,66.1,62.4,,73,4,No,0,,No,No,Yes,7,6,5,7,7,5,6,7,6,9,7,8,7,3,6,Investment|Taxation|Stock Market|Aviation (Piloting)|Economics|Insurance|E-commerce|Retail|Accounting,Zoho CRM:Intermediate|Mergers and Acquisitions Analysis:Advanced|Financial Modelling:Expert|Conflict Resolution:Advanced|Time Management:Intermediate|Networking (Professional):Intermediate|Persuasion:Advanced|Adaptability:Advanced,Coursera - Financial Markets by Yale|Certificate in Digital Marketing (IIM/NMIMS)|Tally ERP Certification|Chartered Financial Analyst (CFA) Level 1,Investment Banker
STU107839,18,Male,Undergraduate,BBA,Business Analytics,70.7,7.64,76.2,74.4,86.7,72.8,85.1,86.2,6,No,0,3,No,No,No,8,6,6,6,8,7,8,8,5,7,6,9,8,5,7,Mathematics|Startups|Human Resources|Business Strategy,Stock Trading:Intermediate|Brand Management:Expert|Payroll Management:Beginner|Social Media Marketing:Intermediate|SEM:Intermediate|Vendor Management:Intermediate|Business Valuation:Expert|Content Marketing:Advanced|Negotiation:Advanced|Taxation Knowledge:Advanced|Ethical Reasoning:Advanced|Stress Management:Intermediate|Cultural Sensitivity:Advanced|Teamwork:Beginner|Resilience:Intermediate,None,Marketing Manager
STU107840,20,Male,Undergraduate,BDes,Animation,87.4,8.06,60.8,57,67.6,80.1,65.1,79.7,0,No,0,1,No,No,Yes,5,7,8,5,6,5,6,6,5,7,5,7,6,5,5,Crafts|Animation|Product Design|Drawing,Textile Printing:Intermediate|Rhino 3D:Intermediate|Photography (DSLR):Beginner|Animation (2D/3D):Advanced|Set Design:Advanced|Sculpting:Expert|Adaptability:Intermediate|Time Management:Beginner,None,Architect
STU107841,21,Male,Diploma,Diploma Engineering,Automobile Engineering,85.8,7.97,63.8,69.3,77.9,,87.5,68.2,3,No,0,,No,Yes,Yes,6,6,7,6,7,5,6,6,7,8,8,5,7,6,7,,Building Information Modelling (BIM):Expert|Renewable Energy Systems:Advanced|Boiler Operations:Intermediate|STAAD Pro:Expert|Creativity:Advanced|Leadership:Intermediate|Resilience:Intermediate,None,Manufacturing Engineer
STU107842,22,Male,Undergraduate,BSc Environmental Science,Environmental Science,80.1,5.78,64.4,60.9,60.6,83,48.8,79.7,0,No,0,1,No,No,No,5,6,7,5,6,5,5,8,6,7,6,7,5,4,5,Geology|Physics,Chemical Analysis:Advanced|Remote Sensing:Intermediate|Field Research:Intermediate|Sample Preparation:Intermediate|Time Management:Beginner|Presentation Skills:Beginner|Critical Thinking:Beginner|Resilience:Intermediate,Coursera - Astrobiology|NPTEL - Research Methodology,Meteorologist
STU107843,24,Male,Postgraduate,MTech/ME,Thermal Engineering,89.6,7.62,90.1,87.6,87.1,69.7,,89.6,3,No,2,1,No,No,No,7,5,6,7,8,9,6,7,7,7,9,7,8,6,7,,Six Sigma:Expert|Quality Control:Intermediate|Robotics Programming:Advanced|Building Information Modelling (BIM):Intermediate|Boiler Operations:Advanced|HVAC Systems:Advanced|MATLAB:Expert|Resilience:Advanced|Delegation:Expert|Leadership:Intermediate|Stress Management:Advanced|Persuasion:Advanced,PLC Programming Certificate (Siemens/Allen Bradley)|Autodesk Certified User - AutoCAD|Coursera - Introduction to Robotics|Autodesk Certified Professional - Revit,CAD Designer
STU107844,22,Female,Undergraduate,BVSc,Veterinary Science,86.7,9.87,82.5,81.1,85.8,86.7,79.4,84.6,4,No,0,1,Yes,Yes,No,9,9,10,9,9,8,9,9,5,8,9,6,7,7,10,Public Health|Pharmacology|Nursing Care|Medicine|Animal Care|Biomedical Devices|Mental Health|Fitness and Wellness,Pharmacology Knowledge:Advanced|Radiology Techniques:Intermediate|Infection Control:Advanced|Physiotherapy Techniques:Expert|Vaccination Administration:Advanced|Anatomy Knowledge:Expert|Rehabilitation Techniques:Expert|Patient Care:Advanced|Presentation Skills:Advanced|Decision Making:Advanced|Critical Thinking:Advanced,Coursera - Anatomy Specialization,Travel Agent
STU107845,22,Female,Undergraduate,BSc,Mathematics,91.1,,76.1,79.1,85.6,100,94.9,64.3,1,No,0,0,No,No,No,7,7,9,8,6,8,9,10,7,7,9,9,6,6,7,Research,Data Collection:Expert|Climate Modelling:Expert|Field Research:Advanced|Self Learning:Advanced|Emotional Intelligence:Advanced|Problem Solving:Expert|Adaptability:Advanced|Conflict Resolution:Intermediate,Certified Laboratory Technician|Certificate in Bioinformatics (NPTEL)|Coursera - Astrobiology|Coursera - Climate Change Science|Coursera - Data Analysis for Research|NPTEL - Environmental Science,Lab Technician
STU107846,18,Female,Undergraduate,BA,History,75.3,7.46,57.2,59.1,54.6,70.3,,63.3,3,No,0,1,No,No,No,5,3,4,6,6,5,6,4,5,5,7,6,8,6,7,Reading|Political Science|Writing|Poetry|Psychology|History|Culture and Heritage,Scriptwriting:Expert|Museum Curation:Intermediate|Academic Writing:Intermediate|Survey Design:Intermediate|Translation:Beginner|Oral History Documentation:Intermediate|Sign Language:Intermediate|Foreign Languages:Intermediate|Presentation Skills:Advanced|Problem Solving:Advanced|Resilience:Beginner|Decision Making:Beginner,Not Available,Teacher
STU107847,18,Male,Diploma,Diploma Engineering,Computer Engineering,79.8,6.2,77.8,71.5,88.9,,83.2,83,2,No,0,,No,No,Yes,5,5,4,5,3,7,3,4,4,5,7,4,7,6,3,Competitive Programming|Quantum Computing,iOS Development:Beginner|Big Data (Hadoop/Spark):Intermediate|Data Visualization:Intermediate|Unreal Engine:Beginner|Leadership:Advanced|Delegation:Beginner|Time Management:Intermediate|Critical Thinking:Beginner|Presentation Skills:Beginner,None,Network Engineer
STU107848,24,Female,Postgraduate,MSc,Biotechnology,91,8.38,90.6,93.8,96.4,96.8,99.4,78.5,2,No,0,2,No,Yes,Yes,6,8,6,9,10,8,8,7,5,8,5,4,7,6,6,Wildlife|Oceanography|Meteorology|Chemistry,Field Research:Expert|Microscopy:Expert|Chemical Analysis:Expert|Spectroscopy:Advanced|Scientific Writing:Advanced|Environmental Monitoring:Expert|Laboratory Skills:Advanced|Climate Modelling:Advanced|Sample Preparation:Advanced|Resilience:Expert|Problem Solving:Advanced|Active Listening:Advanced,Certified Laboratory Technician|Coursera - Astrobiology|NPTEL - Research Methodology,Research Scientist
STU107849,19,Male,Diploma,Diploma Hospitality,Hotel Management,61.6,8.1,81.5,80.7,92.4,76.3,95.8,62.5,1,No,1,,No,No,No,,,,,,,,,,,,,,,,Travel|Cooking|Tourism,Customer Service:Intermediate|Problem Solving:Advanced|Adaptability:Advanced|Communication:Beginner,Certificate in Hotel Management (IHM)|Certificate in Event Management|IATA Certification in Travel and Tourism|Food Safety and Hygiene Certificate (FSSAI),Restaurant Manager
STU107850,22,Female,Undergraduate,BPharm,Pharmacy,80.9,5.79,,67.5,49.1,74,44.5,76.3,1,No,0,2,No,No,Yes,6,8,4,5,3,3,7,5,5,4,7,7,6,6,5,Public Education Policy|Nutrition and Diet,Patient Counselling:Expert|Emergency Response:Intermediate|Nursing Procedures:Expert|Vital Signs Monitoring:Advanced|Networking (Professional):Beginner|Persuasion:Intermediate|Active Listening:Advanced,First Aid and CPR Certification (Red Cross)|Basic Life Support (BLS) Certification,Paramedic
STU107851,21,Female,Undergraduate,BTech/BE,Mechanical Engineering,99.2,8.29,90.6,86.8,83.9,80.1,83.3,83.7,5,No,1,0,No,No,Yes,10,8,5,7,6,6,7,9,5,3,5,4,5,7,10,Electronics|Structural Design|Power Systems|Industrial Automation|3D Printing|Automobiles|Construction Technology,Estimation and Costing:Advanced|Vibration Analysis:Intermediate|Vehicle Diagnostics:Advanced|Fluid Mechanics Applications:Expert|Machining:Intermediate|Ethical Reasoning:Beginner|Teamwork:Advanced|Time Management:Advanced,None,Chemical Engineer
STU107852,18,Male,Diploma,Diploma Engineering,Mechanical Engineering,79.5,7.38,79.7,78.9,87.6,73.6,84,77.5,2,Yes,0,,No,Yes,Yes,9,5,6,5,5,4,6,5,7,7,5,5,7,7,5,Aeronautics|Manufacturing|Electronics|Automobiles,Six Sigma:Advanced|Thermodynamics Applications:Expert|Vehicle Diagnostics:Intermediate|Quality Control:Advanced|Structural Analysis:Intermediate|Circuit Design:Advanced|Decision Making:Intermediate|Creativity:Intermediate|Leadership:Intermediate|Innovation Mindset:Beginner,None,Digital Marketing Specialist
STU107853,20,Female,Undergraduate,BTech/BE,Machine Learning,79.9,7.14,64.2,59.1,63.3,,48.3,80.1,0,No,4,0,No,Yes,Yes,4,8,5,6,5,4,6,4,3,7,8,5,6,6,5,App Development|Data Science|Quantum Computing|Programming|Ethical Hacking,MLOps:Advanced|No-Code Tools (Bubble/Webflow):Intermediate|GraphQL:Advanced|iOS Development:Intermediate|Swift:Expert|Django:Advanced|WordPress:Advanced|PostgreSQL:Advanced|Teamwork:Beginner|Decision Making:Beginner,Google IT Support Professional Certificate|NPTEL - Data Structures and Algorithms|MongoDB Certified Developer Associate,Cyber Security Analyst
STU107854,22,Male,Undergraduate,BSc Paramedical,Paramedical Science,89.7,8.61,67,58.8,67.5,95.3,52.2,68.2,1,No,0,3,No,No,Yes,9,5,8,8,7,7,8,7,6,8,7,5,5,5,6,First Aid,Animal Handling:Expert|Clinical Assessment:Advanced|Pharmacology Knowledge:Intermediate|Patient Counselling:Expert|Medical Coding:Expert|Nutrition Planning:Advanced|Rehabilitation Techniques:Intermediate|Blood Bank Procedures:Advanced|Networking (Professional):Advanced|Communication:Beginner|Ethical Reasoning:Intermediate|Stress Management:Advanced|Problem Solving:Advanced,None,Pediatrician
STU107855,20,Female,Undergraduate,BTech/BE,Data Science,82.8,7.87,76.7,82.9,65.2,99.2,,68.8,1,No,0,1,No,No,Yes,4,5,7,7,8,6,7,8,7,5,7,7,5,6,6,Cyber Security|UI/UX Design|Computer Networking|Quantum Computing|Blockchain|Programming|Robotics|Software Testing,JIRA:Advanced|Linux:Beginner|Kubernetes:Intermediate|WordPress:Expert|Confluence:Advanced|AWS:Beginner|Delegation:Beginner|Communication:Intermediate,None,DevOps Engineer
STU107856,18,Male,Undergraduate,BEd,Education,76.5,6.84,69.5,68.8,,67.5,54,82.9,4,No,0,0,No,No,Yes,6,7,5,4,6,7,7,6,4,7,6,5,5,5,7,Child Psychology|Special Education|Public Education Policy|Mentoring|Teaching,Assessment Design:Intermediate|Curriculum Development:Intermediate|Online Teaching Tools:Intermediate|Lesson Planning:Intermediate|Delegation:Intermediate|Resilience:Intermediate|Presentation Skills:Advanced|Teamwork:Advanced|Problem Solving:Advanced,None,School Teacher
STU107857,22,Male,Undergraduate,BVSc,Veterinary Science,96.5,8.59,85.9,85.9,84.4,89.6,78.8,90.9,2,No,0,1,No,No,No,4,10,8,8,9,8,8,8,7,10,9,6,6,6,9,Mental Health|Human Anatomy|Fitness and Wellness|Nutrition and Diet,Clinical Assessment:Advanced|Biostatistics:Expert|Radiology Techniques:Expert|Laboratory Techniques:Advanced|Patient Counselling:Expert|Medical Coding:Expert|Infection Control:Expert|Wound Care:Expert|Cultural Sensitivity:Intermediate|Innovation Mindset:Expert|Problem Solving:Expert|Decision Making:Expert,None,Public Health Officer
