student_id,career_id,career_name,career_domain,career_subdomain,career_cluster,age,class,stream,ability_match_component,interest_match_component,academic_match_component,learning_match_component,compatibility_score,compatibility_label
STU008357,CAR00739,Microbiologist Specialist 739,Transportation,Track 9,Cluster 19,18,11,Humanities,73.59,71.86,65.5,34.5,64.66,0
STU028626,CAR00962,Mechanical Engineer Specialist 962,Psychology & Social Services,Track 2,Cluster 2,12,8,General,65.68,63.07,57.7,89.5,63.16,0
STU023591,CAR00869,Research Scientist Specialist 869,Agriculture,Track 9,Cluster 29,16,10,GENERAL,76.03,73.2,56.4,61.3,69.77,0
STU028730,CAR00380,UI UX Designer Specialist 380,Engineering,Track 10,Cluster 20,15,10,General,73.1,60.43,68.1,92.5,81.59,1
STU019164,CAR00351,Renewable Energy Engineer Specialist 351,Research,Track 1,Cluster 21,13,7,General,77.15,79.32,88.7,88.9,74.52,1
STU011047,CAR00162,Machine Learning Engineer Specialist 162,Research,Track 2,Cluster 12,19,12,Humanities,82.74,75.97,53.3,91.3,83.07,1
STU020294,CAR00344,Microbiologist Specialist 344,Media & Communication,TRACK 4,CLUSTER 14,11,7,General,72.92,76.08,92.9,76.5,73.14,1
STU005887,CAR00515,Oceanographer Specialist 515,Engineering,Track 5,Cluster 5,14,8,General,74.58,68.7,54.2,88.8,72.83,1
STU003103,CAR01076,Human Resources Specialist Specialist 1076,Hospitality & Tourism,Track 6,Cluster 26,18,12,Commerce,82.59,79.05,70.5,84.1,80.58,1
STU007712,CAR00337,Urban Planner Specialist 337,Business,Track 7,Cluster 7,17,11,Humanities,82.88,83.4,68.5,94.8,84.12,1
STU031990,CAR00580,Medical Laboratory Scientist Specialist 580,Business,Track 10,Cluster 10,13,8,General,81.86,69.77,61.2,27.6,65.87,0
STU014666,CAR00936,Illustrator Specialist 936,Government & Public Service,Track 6,Cluster 6,15,9,General,77.94,61.15,73.9,53.1,66.44,0
STU029337,CAR00523,Human Resources Specialist Specialist 523,Transportation,Track 3,Cluster 13,12,7,General,74.32,73.68,44.9,73.6,74.08,1
STU017361,CAR00592,Pilot Specialist 592,Logistics & Supply Chain,Track 2,Cluster 22,19,12,Science-PCM,70.94,74.69,86.6,64.7,76.1,1
STU005531,CAR00259,Doctor Specialist 259,Education,Track 9,Cluster 19,15,9,General,81.3,78.14,76.6,73.6,79.96,1
STU030893,CAR00847,Civil Services Officer Specialist 847,Transportation,Track 7,Cluster 7,12,8,General,85.2,67.21,71.2,70.3,77.51,1
STU024811,CAR00485,Data Analyst Specialist 485,Skilled Trades,Track 5,Cluster 5,18,12,Humanities,70.05,70.14,45.5,75.5,73.3,1
STU030686,CAR00831,Oceanographer Specialist 831,Arts & Design,Track 1,Cluster 21,13,8,General,60.96,77.27,87.5,79.2,69.91,0
STU015862,CAR00010,Network Engineer,Transportation,Track 10,Cluster 10,16,12,Science-PCB,73.34,68.44,73.2,81.7,75.81,1
STU021232,CAR00329,Civil Engineer Specialist 329,Agriculture,Track 9,Cluster 29,13,8,General,68.01,80.8,56.6,32.3,68.05,0
STU031164,CAR01160,Psychologist Specialist 1160,Skilled Trades,Track 10,Cluster 20,13,7,General,74.58,62.34,87.1,87.2,69.27,0
STU007330,CAR00542,Animator Specialist 542,Engineering,Track 2,Cluster 2,14,9,General,51.6,74.03,95.7,69.9,70.27,1
STU020418,CAR00867,Welder Specialist 867,Healthcare,Track 7,CLUSTER 27,16,12,Commerce,72.79,62.78,50.3,73.2,75.08,1
STU010888,CAR00536,Content Creator Specialist 536,Hospitality & Tourism,Track 6,Cluster 26,16,12,Science-PCB,73.74,75.06,51.7,89.6,70.69,1
STU026741,CAR00610,Civil Services Officer Specialist 610,Education,Track 10,Cluster 10,14,10,General,72.65,60.0,89.3,52.5,68.25,0
STU021113,CAR00488,Mechanical Engineer Specialist 488,Engineering,Track 8,Cluster 8,14,9,General,81.98,72.82,71.4,76.5,82.54,1
STU028684,CAR00948,Research Scientist Specialist 948,Healthcare,Track 8,Cluster 18,14,8,General,71.56,63.11,48.7,77.2,75.82,1
STU030278,CAR00921,Teacher Specialist 921,Healthcare,Track 1,Cluster 21,15,9,General,64.92,74.73,78.5,60.0,76.06,1
STU029867,CAR00619,Fashion Designer Specialist 619,Logistics & Supply Chain,Track 9,Cluster 19,13,9,General,63.6,78.43,53.4,42.4,72.77,1
STU027607,CAR00860,Hotel Manager Specialist 860,Hospitality & Tourism,Track 10,Cluster 20,14,8,General,72.59,74.23,55.4,46.6,67.5,0
STU016887,CAR01128,Doctor Specialist 1128,Arts & Design,Track 8,Cluster 18,16,11,Commerce,73.91,69.87,52.3,73.7,70.78,1
STU017242,CAR00251,Mechanical Engineer Specialist 251,Manufacturing,Track 1,Cluster 11,14,10,General,81.72,67.3,92.4,92.0,74.75,1
STU030941,CAR01056,Biotechnologist Specialist 1056,Healthcare,Track 6,Cluster 6,16,10,General,52.56,65.0,71.1,71.3,66.66,0
STU004159,CAR00551,Welder Specialist 551,Aviation,Track 1,Cluster 11,14,9,General,64.6,85.88,55.8,69.0,63.6,0
STU006213,CAR00543,Chef Specialist 543,Healthcare,Track 3,Cluster 3,14,9,General,74.95,75.96,67.2,69.6,73.93,1
STU011727,CAR00827,Automotive Engineer Specialist 827,Psychology & Social Services,Track 7,Cluster 17,14,9,General,75.31,80.91,55.2,56.1,69.27,0
STU028816,CAR00011,Data Analyst,Aviation,Track 1,Cluster 11,14,10,General,71.1,82.71,66.8,81.4,77.53,1
STU025239,CAR00489,Electrical Engineer Specialist 489,Healthcare,Track 9,Cluster 9,15,10,General,71.65,74.69,50.0,72.6,71.96,1
STU028148,CAR00139,Journalist Specialist 139,Life Sciences,Track 9,Cluster 19,16,10,General,67.19,79.75,85.3,72.6,70.17,1
STU006372,CAR00641,Mobile App Developer Specialist 641,Media & Communication,Track 1,Cluster 11,13,7,General,87.49,62.0,54.0,81.6,73.87,1
STU029573,CAR00096,Chemical Engineer Specialist 96,Law,Track 6,Cluster 6,13,8,General,78.04,74.83,82.4,82.6,73.85,1
STU010978,CAR01110,Machine Learning Engineer Specialist 1110,Healthcare,Track 10,Cluster 30,14,8,General,77.74,68.83,58.7,59.4,76.75,1
STU030938,CAR00059,Defence Officer,Agriculture,Track 9,Cluster 29,13,8,General,73.6,68.81,97.7,92.1,74.54,1
STU011004,CAR00846,Social Worker Specialist 846,Energy,Track 6,Cluster 6,19,12,Science-PCB,61.04,52.05,86.7,80.9,57.16,0
STU029151,CAR00493,Environmental Engineer Specialist 493,Architecture & Construction,Track 3,Cluster 13,16,12,Science-PCB,74.71,84.0,94.2,64.6,85.46,1
STU009832,CAR00063,Graphic Designer,Energy,Track 3,Cluster 3,14,8,General,79.31,75.61,93.4,38.9,71.36,1
STU025307,CAR00008,Web Developer,Manufacturing,Track 8,Cluster 8,17,11,Commerce,65.35,77.34,60.7,71.7,71.07,1
STU024372,CAR00348,Agronomist Specialist 348,Sports,Track 8,Cluster 18,12,8,General,74.66,63.09,57.0,97.3,71.56,1
STU009777,CAR00445,Lawyer Specialist 445,Business,Track 5,Cluster 25,13,7,General,60.92,71.99,67.0,57.0,64.18,0
STU025091,CAR00029,Biotechnologist,Engineering,Track 9,Cluster 29,16,10,General,75.05,79.41,79.8,76.1,70.98,1
STU004994,CAR00583,Geneticist Specialist 583,Education,Track 3,Cluster 13,13,9,General,70.58,73.69,42.1,73.9,64.54,0
STU014382,CAR00453,Policy Analyst Specialist 453,Arts & Design,Track 3,Cluster 3,14,9,General,73.03,65.53,96.0,31.7,66.75,0
STU016933,CAR01043,Electronics Engineer Specialist 1043,Psychology & Social Services,Track 3,Cluster 23,14,9,General,72.25,67.25,84.4,83.0,72.63,1
STU032140,CAR00900,Agricultural Scientist Specialist 900,Energy,Track 10,Unknown,13,9,General,64.12,64.9,64.9,74.4,73.69,1
STU019408,CAR01105,Technician Specialist 1105,Logistics & Supply Chain,Track 5,Cluster 25,12,8,General,70.0,75.27,75.7,58.7,74.14,1
STU021541,CAR00424,Biotechnologist Specialist 424,Defence & Security,Track 4,Cluster 4,15,11,Science-PCM,72.01,65.42,79.9,88.6,74.16,1
STU032298,CAR00087,Web Developer Specialist 87,Environment,TRACK 7,Cluster 27,13,8,General,77.44,73.75,83.0,65.4,78.66,1
STU029526,CAR00130,Legal Advisor Specialist 130,Fashion,Track 10,Cluster 10,15,10,General,67.3,72.24,96.1,94.4,69.84,0
STU015434,CAR01162,Social Worker Specialist 1162,Technology,Track 2,Cluster 22,16,11,Commerce,75.41,85.63,61.9,90.9,79.06,1
STU024635,CAR00905,Energy Analyst Specialist 905,Finance,Track 5,Cluster 5,13,9,General,73.88,74.3,74.0,78.5,67.92,0
STU002051,CAR00790,Research Scientist Specialist 790,Architecture & Construction,Track 10,Cluster 10,17,12,Science-PCM,69.38,72.76,75.2,75.4,75.56,1
STU026865,CAR00098,Environmental Engineer Specialist 98,Psychology & Social Services,Track 8,Cluster 8,15,10,General,79.57,76.88,76.3,78.0,77.99,1
STU014942,CAR00641,Mobile App Developer Specialist 641,Media & Communication,Track 1,Cluster 11,17,12,Science-PCB,77.91,61.69,24.8,68.0,62.96,0
STU031371,CAR00102,Nurse Specialist 102,Arts & Design,Track 2,Cluster 12,14,9,General,73.2,72.78,51.2,33.1,62.01,0
STU019164,CAR00574,Urban Planner Specialist 574,Architecture & Construction,Track 4,Cluster 4,13,7,General,76.12,72.64,88.7,88.9,76.21,1
STU017348,CAR00726,Electrical Engineer Specialist 726,Sports,Track 6,Cluster 6,15,9,General,83.43,68.55,61.8,66.7,74.4,1
STU006669,CAR00082,AI Engineer Specialist 82,Technology,Track 2,Cluster 22,13,8,General,79.11,63.22,93.1,81.4,71.23,1
STU008815,CAR00255,Biomedical Engineer Specialist 255,Marine,Track 5,Cluster 15,16,12,Commerce,78.22,79.98,70.1,65.6,75.47,1
STU004356,CAR00892,NURSE SPECIALIST 892,Technology,Track 2,Cluster 22,17,11,Science-PCM,86.36,65.29,85.4,52.7,84.92,1
STU023070,CAR01160,Psychologist Specialist 1160,Skilled Trades,Track 10,Cluster 20,16,10,General,77.16,55.38,88.8,64.1,67.0,0
STU009028,CAR00861,Travel Consultant Specialist 861,Sports,Track 1,Cluster 21,15,11,Science-PCB,67.04,80.12,62.8,69.0,75.4,1
STU032761,CAR01111,Cybersecurity Analyst Specialist 1111,Life Sciences,Track 1,Cluster 1,14,8,General,67.82,81.84,77.6,63.5,77.27,1
STU002965,CAR00898,Biotechnologist Specialist 898,Architecture & Construction,Track 8,Cluster 28,13,8,General,77.35,80.46,74.0,74.3,71.82,1
STU013924,CAR00676,Auditor Specialist 676,Technology,Track 6,Cluster 16,18,12,Commerce,63.21,75.44,89.1,60.6,73.09,1
STU010195,CAR00458,Graphic Designer Specialist 458,Skilled Trades,Track 8,Cluster 8,12,7,General,78.24,63.2,97.2,53.2,68.75,0
STU030487,CAR00033,Forestry Specialist,Environment,Track 3,Cluster 3,14,9,General,67.64,73.28,97.9,59.9,77.0,1
STU027770,CAR01189,Machine Learning Engineer Specialist 1189,Technology,Track 9,Cluster 19,14,8,General,69.82,74.59,53.3,67.7,77.53,1
STU015737,CAR01118,Business Analyst Specialist 1118,Aviation,Track 8,Cluster 8,14,9,General,68.39,70.63,72.5,89.2,72.28,1
STU028907,CAR00530,Social Worker Specialist 530,Psychology & Social Services,Track 10,Cluster 20,14,8,General,68.85,71.73,59.5,50.6,69.98,0
STU016818,CAR00075,Logistics Manager,Arts & Design,Track 5,Cluster 15,14,8,General,66.08,76.15,46.8,59.5,67.55,0
STU022851,CAR00693,Public Relations Specialist Specialist 693,Government & Public Service,Track 3,Cluster 3,15,9,General,81.16,71.49,92.5,94.8,82.85,1
STU031078,CAR00367,Legal Advisor Specialist 367,Education,Track 7,Cluster 7,18,11,Science-PCB,67.09,71.18,36.8,88.4,71.34,1
STU008916,CAR00122,Financial Analyst Specialist 122,Finance,Track 2,Cluster 2,12,8,General,72.11,72.33,72.3,53.9,68.86,0
STU016723,CAR00421,Dentist Specialist 421,Education,Track 1,Cluster 1,14,9,GENERAL,74.99,76.02,83.8,55.8,74.31,1
STU006909,CAR00713,Data Scientist Specialist 713,Aviation,Track 3,Cluster 23,19,12,SCIENCE-PCM,74.09,84.16,54.2,84.4,78.66,1
STU014400,CAR00030,Geneticist,Healthcare,Track 10,Cluster 30,17,11,Humanities,77.05,67.69,39.1,79.5,74.38,1
STU018565,CAR01035,Web Developer Specialist 1035,Energy,Track 5,Cluster 15,16,10,General,70.3,64.82,87.0,73.3,68.4,0
STU009533,CAR00389,Sports Scientist Specialist 389,Aviation,Track 9,Cluster 29,19,12,Commerce,66.86,75.8,46.6,77.4,62.03,0
STU013209,CAR00883,Mechanical Engineer Specialist 883,Defence & Security,Track 3,Cluster 13,14,10,General,82.26,78.3,70.1,94.3,76.48,1
STU031781,CAR00058,Policy Analyst,Life Sciences,Track 8,Cluster 28,18,12,Science-PCB,68.28,81.78,78.5,90.4,76.48,1
STU022834,CAR00970,Doctor Specialist 970,Logistics & Supply Chain,Track 10,Cluster 10,16,10,General,70.21,70.91,79.6,62.1,69.4,0
STU001901,CAR00894,Pharmacist Specialist 894,Healthcare,Track 4,Cluster 24,16,10,General,61.12,69.76,63.1,69.1,73.93,1
STU024139,CAR00307,Hotel Manager Specialist 307,Transportation,Track 7,Cluster 7,12,8,General,64.61,78.85,78.7,83.5,71.93,1
STU005950,CAR00803,Civil Engineer Specialist 803,Media & Communication,Track 3,Cluster 23,14,10,General,82.82,67.04,89.6,45.2,79.89,1
STU006089,CAR01198,Civil Engineer Specialist 1198,Transportation,Track 8,CLUSTER 28,13,9,General,72.86,78.86,77.3,69.2,79.4,1
STU013098,CAR01147,Oceanographer Specialist 1147,Business,Track 7,Cluster 7,12,8,General,65.68,72.75,91.7,44.5,74.97,1
STU022021,CAR00219,Public Relations Specialist Specialist 219,Healthcare,Track 9,Cluster 9,12,7,General,66.47,73.22,48.1,87.2,78.85,1
STU005616,CAR00906,Automotive Engineer Specialist 906,Law,Track 6,Cluster 6,13,8,General,75.4,75.75,71.8,67.6,78.55,1
STU003283,CAR00730,Environmental Engineer Specialist 730,Technology,Track 10,Cluster 10,14,8,General,72.06,72.1,76.3,79.6,81.77,1
STU004994,CAR00704,Sports Coach Specialist 704,Engineering,Track 4,Cluster 14,13,9,General,70.95,74.13,42.1,73.9,80.91,1
STU010035,CAR00385,Chef Specialist 385,Architecture & Construction,Track 5,Cluster 25,18,12,Science-PCB,74.66,75.28,64.6,59.6,70.77,1
STU032639,CAR00916,Entrepreneur Specialist 916,Logistics & Supply Chain,Track 6,CLUSTER 16,14,8,General,61.21,70.39,61.5,91.5,71.62,1
STU002006,CAR00598,Investment Analyst Specialist 598,LIFE SCIENCES,Track 8,Cluster 28,16,12,Commerce,67.05,78.04,76.1,60.8,73.85,1
STU003586,CAR00955,Database Administrator Specialist 955,TRANSPORTATION,Track 5,Cluster 25,18,11,Science-PCM,80.93,64.57,70.0,36.2,77.36,1
STU017838,CAR00287,Lawyer Specialist 287,Psychology & Social Services,Track 7,Cluster 17,15,9,General,76.89,69.17,81.7,77.6,86.41,1
STU001794,CAR01070,Financial Analyst Specialist 1070,Psychology & Social Services,Track 10,Cluster 20,15,11,Commerce,81.5,77.81,61.3,53.3,79.07,1
STU006135,CAR00472,Welder Specialist 472,Business,Track 2,Cluster 22,14,9,General,73.6,89.97,72.7,42.2,82.89,1
STU007634,CAR00724,Civil Engineer Specialist 724,Fashion,Track 4,Cluster 4,16,10,General,79.66,78.51,50.8,68.0,73.96,1
STU017732,CAR00892,Nurse Specialist 892,Technology,Track 2,Cluster 22,11,7,General,79.44,69.91,66.1,59.2,74.24,1
STU005464,CAR00981,Forestry Specialist Specialist 981,Energy,Track 1,Cluster 21,18,11,Commerce,74.09,74.77,71.8,76.9,74.66,1
STU026981,CAR01146,Marine Engineer Specialist 1146,Marine,Track 6,Cluster 6,12,7,General,72.56,63.23,61.6,90.3,63.42,0
STU007339,CAR00621,Animator Specialist 621,Research,Track 1,Cluster 21,11,7,General,78.69,66.65,81.7,66.3,79.55,1
STU017866,CAR00402,Database Administrator Specialist 402,Sports,Track 2,Cluster 12,14,10,General,76.49,70.73,54.9,67.0,70.13,1
STU019933,CAR00868,Technician Specialist 868,Life Sciences,Track 8,Cluster 28,13,7,General,56.44,79.28,97.1,68.5,68.19,0
STU016462,CAR00650,Biomedical Engineer Specialist 650,Engineering,Track 10,Cluster 20,18,12,Science-PCB,71.38,75.04,51.1,86.0,73.61,1
STU029966,CAR00560,Database Administrator Specialist 560,Media & Communication,Track 10,Cluster 20,17,11,Commerce,77.2,74.44,75.1,63.8,79.2,1
STU017347,CAR00727,Electronics Engineer Specialist 727,Logistics & Supply Chain,Track 7,Cluster 7,14,10,General,76.55,69.28,62.8,90.9,72.9,1
STU003039,CAR00310,Sports Scientist Specialist 310,Business,Track 10,Cluster 10,13,8,General,83.4,68.75,87.4,54.1,79.88,1
STU008311,CAR00970,Doctor Specialist 970,Logistics & Supply Chain,Track 10,Cluster 10,16,12,Commerce,69.31,65.25,56.2,64.2,72.53,1
STU003728,CAR01174,Animator Specialist 1174,Business,Track 4,Cluster 4,12,8,General,75.26,70.77,90.6,77.5,75.79,1
STU024097,CAR00789,Technician Specialist 789,Environment,Track 9,Cluster 9,17,12,Science-PCM,71.79,68.21,73.9,70.0,70.91,1
STU010498,CAR00093,Mechanical Engineer Specialist 93,Marine,Track 3,CLUSTER 3,15,11,Science-PCM,74.18,72.19,80.6,66.7,72.96,1
STU022051,CAR00168,Network Engineer Specialist 168,Environment,Track 8,Cluster 18,18,11,Science-PCM,79.99,75.68,67.9,49.7,72.56,1
STU027578,CAR00311,Supply Chain Analyst Specialist 311,Finance,Track 1,Cluster 11,13,8,GENERAL,69.19,67.04,55.5,53.1,58.36,0
STU028639,CAR00094,Electrical Engineer Specialist 94,Business,Track 4,Cluster 4,13,7,General,67.25,75.15,72.7,61.6,69.8,0
STU005675,CAR00796,Cloud Engineer Specialist 796,Business,Track 6,Cluster 16,14,10,General,69.31,68.62,61.5,79.8,72.49,1
STU014595,CAR00068,Animator,Finance,Track 8,Cluster 8,12,7,General,78.71,70.13,78.2,68.4,73.96,1
STU004582,CAR00401,Cloud Engineer Specialist 401,Hospitality & Tourism,Track 1,Cluster 11,17,11,Commerce,74.53,66.23,42.8,74.7,74.25,1
STU014186,CAR00797,Database Administrator Specialist 797,Finance,Track 7,Cluster 17,13,7,General,81.39,76.06,43.7,86.6,77.69,1
STU008076,CAR01089,Content Creator Specialist 1089,Energy,Track 9,Cluster 9,14,9,General,83.16,66.72,94.6,88.1,79.9,1
STU010097,CAR01026,Technician Specialist 1026,Research,Track 6,Cluster 6,11,7,General,75.71,71.68,53.5,74.6,65.67,0
STU002683,CAR01179,Sports Scientist Specialist 1179,Government & Public Service,Track 9,Cluster 9,11,7,General,65.42,75.48,82.0,78.8,70.34,1
STU020955,CAR00341,Pharmacist Specialist 341,Psychology & Social Services,Track 1,Cluster 11,12,8,General,67.36,64.91,60.7,68.8,62.66,0
STU025628,CAR00610,Civil Services Officer Specialist 610,Education,Track 10,Cluster 10,18,11,Humanities,70.81,73.98,85.3,79.5,67.13,0
STU028518,CAR00812,Doctor Specialist 812,Engineering,Track 2,Cluster 2,16,11,Science-PCM,74.36,73.15,74.4,86.9,84.47,1
STU024496,CAR00657,Pharmacist Specialist 657,Energy,Track 7,Cluster 27,16,11,Commerce,77.59,83.13,54.6,59.2,68.63,0
STU004986,CAR00340,Physiotherapist Specialist 340,Education,Track 10,Cluster 10,14,9,General,80.55,67.68,93.6,42.9,75.42,1
STU015074,CAR00637,Cybersecurity Analyst Specialist 637,Education,Track 7,Cluster 7,16,10,General,77.44,67.21,68.9,48.7,74.24,1
STU010848,CAR00283,Economist Specialist 283,Business,Track 3,Cluster 13,13,7,General,67.47,71.09,83.5,60.2,69.19,0
STU024566,CAR00798,Web Developer Specialist 798,Law,Track 8,Cluster 18,12,7,General,74.11,71.54,62.3,64.8,65.51,0
STU012867,CAR00678,Economist Specialist 678,Healthcare,Track 8,Cluster 18,12,8,General,77.3,83.3,75.6,56.2,86.15,1
STU027027,CAR00439,Auditor Specialist 439,Architecture & Construction,Track 9,Cluster 19,17,11,Science-PCB,65.49,77.47,53.2,80.9,68.63,0
STU029667,CAR00021,Urban Planner,Arts & Design,Track 1,Cluster 21,19,12,Science-PCB,75.91,75.07,86.7,66.3,79.25,1
STU021952,CAR01149,Financial Analyst Specialist 1149,Law,Track 9,Cluster 9,15,9,General,80.14,71.52,78.7,83.2,72.85,1
STU020100,CAR00757,Economist Specialist 757,Technology,Track 7,Cluster 7,15,9,General,73.44,59.47,85.9,72.8,75.96,1
STU025623,CAR00468,Sports Scientist Specialist 468,Energy,Track 8,Cluster 18,13,8,General,72.4,74.15,59.9,71.4,75.02,1
STU029476,CAR00774,Graphic Designer Specialist 774,Government & Public Service,Track 4,Cluster 24,14,10,General,72.07,75.28,56.6,33.6,65.7,0
STU027161,CAR01066,Pilot Specialist 1066,Business,Track 6,Cluster 16,13,7,General,77.12,75.98,76.8,43.0,70.02,1
STU024236,CAR00144,Product Designer Specialist 144,Energy,Track 4,Cluster 24,13,9,General,83.24,73.74,79.1,96.2,82.57,1
STU030614,CAR00490,Electronics Engineer Specialist 490,Life Sciences,Track 10,Cluster 10,15,9,General,69.18,76.47,70.8,73.7,71.14,1
STU008101,CAR00615,Content Creator Specialist 615,Arts & Design,Track 5,Cluster 15,13,8,General,68.3,56.52,82.9,92.6,64.8,0
STU008719,CAR00248,Data Analyst Specialist 248,Agriculture,Track 8,Cluster 8,15,10,General,80.08,69.74,71.8,65.7,70.88,1
STU028877,CAR00678,Economist Specialist 678,Healthcare,Track 8,Cluster 18,14,10,General,73.46,79.8,89.2,86.7,82.99,1
STU021801,CAR00732,Urban Planner Specialist 732,Healthcare,Track 2,Cluster 12,14,10,General,82.89,71.32,83.3,51.9,82.87,1
STU025100,CAR00785,Supply Chain Analyst Specialist 785,Engineering,Track 5,Cluster 5,17,11,Science-PCB,72.59,83.36,47.6,80.8,84.37,1
STU031091,CAR00212,Psychologist Specialist 212,Hospitality & Tourism,Track 2,Cluster 2,15,10,General,74.65,76.05,91.7,47.2,74.24,1
STU026038,CAR00144,Product Designer Specialist 144,Energy,Track 4,Cluster 24,15,9,General,75.95,65.86,55.2,73.0,66.6,0
STU021427,CAR00426,Agricultural Scientist Specialist 426,Arts & Design,Track 6,Cluster 6,13,7,General,79.03,80.03,46.4,48.5,79.57,1
STU006120,CAR00874,Cybersecurity Analyst Specialist 874,Transportation,Track 4,Cluster 4,11,7,General,84.26,73.85,48.2,89.2,79.0,1
STU001226,CAR00029,Biotechnologist,Engineering,Track 9,Cluster 29,18,12,Science-PCM,78.8,78.98,65.5,49.9,77.14,1
STU003826,CAR01103,Electrician Specialist 1103,Hospitality & Tourism,Track 3,Cluster 23,15,10,General,74.89,76.56,66.9,57.5,79.28,1
STU015723,CAR00075,Logistics Manager,Arts & Design,Track 5,Cluster 15,17,12,Science-PCB,81.51,71.0,41.3,96.9,72.92,1
STU021834,CAR00211,Education Consultant Specialist 211,Fashion,Track 1,Cluster 1,13,8,General,75.0,72.95,58.4,65.0,75.4,1
STU025377,CAR00184,Dentist Specialist 184,Fashion,Track 4,Cluster 4,14,9,General,82.06,66.21,74.9,84.9,78.83,1
STU003464,CAR00099,Architect Specialist 99,Government & Public Service,Track 9,Cluster 9,13,8,General,65.32,74.99,66.2,92.8,74.31,1
STU023560,CAR00753,Accountant Specialist 753,SPORTS,Track 3,Cluster 3,13,8,General,81.21,75.03,77.5,58.9,78.86,1
