career_id,career_name,career_domain,career_subdomain,career_cluster,required_mathematical_ability,required_logical_reasoning,required_scientific_thinking,required_problem_solving,required_analytical_thinking,required_communication,required_creativity,required_digital_ability,required_spatial_ability,required_practical_ability,required_learning_ability,required_technology_interest,required_engineering_interest,required_healthcare_interest,required_business_interest,required_finance_interest,required_arts_interest,required_design_interest,required_research_interest,required_environment_interest,required_agriculture_interest,minimum_education_level
CAR00395,Research Scientist Specialist 395,Psychology & Social Services,Track 5,Cluster 5,56.0,92.0,38.0,31.0,62.0,39.0,88.0,66.0,64.0,91.0,57.0,32.0,59.0,52.0,67.0,15.0,36.0,51.0,58.0,59.0,60.0,Diploma
CAR00396,Software Developer Specialist 396,Government & Public Service,Track 6,Cluster 6,48.0,66.0,28.0,38.0,23.0,87.0,46.0,47.0,66.0,55.0,66.0,80.0,90.0,78.0,28.0,41.0,44.0,65.0,24.0,17.0,33.0,Professional Degree
CAR00397,Data Scientist Specialist 397,Defence & Security,Track 7,Cluster 7,17.0,16.0,31.0,72.0,77.0,50.0,46.0,19.0,74.0,46.0,28.0,85.0,76.0,57.0,61.0,81.0,74.0,49.0,54.0,88.0,85.0,Professional Degree
CAR00398,AI Engineer Specialist 398,Media & Communication,Track 8,Cluster 8,45.0,91.0,80.0,78.0,38.0,37.0,66.0,59.0,86.0,79.0,52.0,79.0,63.0,33.0,20.0,33.0,63.0,71.0,59.0,65.0,40.0,Higher Secondary
CAR00399,Machine Learning Engineer Specialist 399,Arts & Design,Track 9,Cluster 9,59.0,48.0,76.0,46.0,40.0,21.0,90.0,60.0,91.0,66.0,89.0,19.0,15.0,51.0,90.0,72.0,65.0,34.0,81.0,18.0,85.0,Postgraduate
CAR00400,Cybersecurity Analyst Specialist 400,Fashion,Track 10,Cluster 10,31.0,49.0,82.0,73.0,38.0,95.0,70.0,68.0,94.0,86.0,46.0,69.0,95.0,48.0,41.0,18.0,68.0,40.0,85.0,79.0,42.0,Higher Secondary
CAR00401,Cloud Engineer Specialist 401,Hospitality & Tourism,Track 1,Cluster 11,17.0,76.0,67.0,33.0,77.0,85.0,56.0,26.0,82.0,43.0,75.0,23.0,57.0,29.0,52.0,28.0,23.0,78.0,30.0,66.0,16.0,Higher Secondary
CAR00402,Database Administrator Specialist 402,Sports,Track 2,Cluster 12,90.0,82.0,60.0,75.0,79.0,84.0,78.0,63.0,56.0,88.0,57.0,60.0,65.0,52.0,43.0,54.0,68.0,65.0,26.0,34.0,70.0,Diploma
CAR00403,Web Developer Specialist 403,Logistics & Supply Chain,Track 3,Cluster 13,21.0,17.0,28.0,29.0,28.0,21.0,49.0,54.0,26.0,89.0,47.0,73.0,91.0,41.0,38.0,26.0,16.0,73.0,65.0,56.0,38.0,Higher Secondary
CAR00404,Mobile App Developer Specialist 404,Skilled Trades,Track 4,Cluster 14,57.0,65.0,81.0,93.0,61.0,69.0,80.0,64.0,71.0,40.0,37.0,79.0,48.0,45.0,68.0,87.0,58.0,36.0,79.0,64.0,36.0,Professional Degree
CAR00405,Network Engineer Specialist 405,Research,Track 5,Cluster 15,24.0,19.0,74.0,51.0,76.0,84.0,84.0,60.0,45.0,40.0,71.0,95.0,94.0,84.0,68.0,43.0,51.0,24.0,26.0,,66.0,Professional Degree
CAR00406,Data Analyst Specialist 406,Technology,Track 6,Cluster 16,93.0,30.0,52.0,51.0,20.0,75.0,42.0,29.0,17.0,63.0,18.0,47.0,33.0,54.0,64.0,42.0,57.0,51.0,23.0,47.0,73.0,Undergraduate
CAR00407,Business Analyst Specialist 407,Engineering,Track 7,Cluster 17,71.0,20.0,16.0,60.0,17.0,82.0,76.0,24.0,69.0,33.0,20.0,56.0,85.0,15.0,59.0,92.0,81.0,35.0,46.0,31.0,22.0,Postgraduate
CAR00408,Civil Engineer Specialist 408,Healthcare,Track 8,Cluster 18,72.0,81.0,68.0,28.0,62.0,36.0,20.0,33.0,84.0,57.0,31.0,59.0,18.0,74.0,37.0,20.0,28.0,63.0,44.0,65.0,15.0,Professional Degree
CAR00409,Mechanical Engineer Specialist 409,Life Sciences,Track 9,Cluster 19,,19.0,67.0,58.0,62.0,33.0,18.0,84.0,79.0,37.0,75.0,70.0,86.0,67.0,52.0,75.0,50.0,57.0,32.0,77.0,92.0,Secondary
CAR00410,Electrical Engineer Specialist 410,Agriculture,Track 10,Cluster 20,60.0,70.0,83.0,65.0,25.0,57.0,93.0,64.0,26.0,58.0,18.0,38.0,52.0,34.0,47.0,17.0,70.0,46.0,28.0,90.0,17.0,Secondary
CAR00411,Electronics Engineer Specialist 411,Environment,Track 1,Cluster 21,25.0,78.0,83.0,59.0,95.0,89.0,27.0,49.0,68.0,53.0,36.0,58.0,23.0,22.0,76.0,43.0,50.0,72.0,55.0,34.0,50.0,Postgraduate
CAR00412,Chemical Engineer Specialist 412,Architecture & Construction,Track 2,Cluster 22,84.0,94.0,53.0,88.0,77.0,41.0,53.0,38.0,65.0,63.0,69.0,60.0,16.0,79.0,65.0,60.0,69.0,22.0,78.0,38.0,48.0,Undergraduate
CAR00413,Biomedical Engineer Specialist 413,Manufacturing,Track 3,Cluster 23,,22.0,69.0,52.0,58.0,24.0,95.0,76.0,90.0,45.0,43.0,51.0,28.0,43.0,35.0,22.0,34.0,42.0,66.0,85.0,29.0,Secondary
CAR00414,Environmental Engineer Specialist 414,Energy,Track 4 ,Cluster 24,45.0,28.0,48.0,54.0,65.0,67.0,91.0,86.0,65.0,34.0,35.0,38.0,46.0,75.0,62.0,33.0,60.0,48.0,57.0,43.0,57.0,Secondary
CAR00415,Architect Specialist 415,Transportation,Track 5,Cluster 25,69.0,30.0,45.0,35.0,23.0,70.0,45.0,44.0,52.0,29.0,42.0,81.0,61.0,25.0,36.0,54.0,25.0,58.0,84.0,76.0,25.0,Higher Secondary
CAR00416,Urban Planner Specialist 416,Aviation,Track 6,Cluster 26,29.0,,81.0,69.0,61.0,45.0,45.0,33.0,41.0,63.0,21.0,58.0,83.0,51.0,40.0,84.0,57.0,41.0,27.0,36.0,88.0,Professional Degree
CAR00417,Doctor Specialist 417,Marine,Track 7,Cluster 27,55.0,37.0,32.0,63.0,90.0,53.0,92.0,92.0,83.0,57.0,35.0,44.0,95.0,37.0,71.0,69.0,31.0,16.0,87.0,80.0,93.0,Secondary
CAR00418,Nurse Specialist 418,Business,Track 8,Cluster 28,84.0,64.0,95.0,,31.0,42.0,59.0,85.0,39.0,48.0,21.0,33.0,42.0,61.0,44.0,40.0,21.0,53.0,63.0,47.0,92.0,Professional Degree
CAR00419,Physiotherapist Specialist 419,Finance,Track 9,Cluster 29,56.0,81.0,90.0,22.0,62.0,32.0,16.0,19.0,35.0,68.0,51.0,23.0,70.0,44.0,39.0,38.0,51.0,86.0,69.0,48.0,75.0,Postgraduate
CAR00420,Pharmacist Specialist 420,Law,Track 10,Cluster 30,32.0,36.0,74.0,30.0,29.0,60.0,55.0,62.0,81.0,62.0,42.0,65.0,51.0,44.0,33.0,59.0,27.0,81.0,62.0,41.0,74.0,Diploma
CAR00421,Dentist Specialist 421,Education,Track 1,Cluster 1,25.0,28.0,54.0,58.0,34.0,19.0,82.0,32.0,77.0,92.0,22.0,84.0,26.0,63.0,24.0,39.0,56.0,92.0,88.0,26.0,72.0,Undergraduate
CAR00422,Medical Laboratory Scientist Specialist 422,Psychology & Social Services,Track 2,Cluster 2,30.0,77.0,40.0,53.0,54.0,39.0,57.0,74.0,70.0,35.0,41.0,18.0,17.0,24.0,19.0,92.0,23.0,20.0,77.0,41.0,83.0,Undergraduate
CAR00423,Microbiologist Specialist 423,Government & Public Service,Track 3,Cluster 3,21.0,32.0,23.0,22.0,44.0,36.0,42.0,25.0,35.0,18.0,35.0,67.0,51.0,17.0,23.0,18.0,53.0,19.0,88.0,69.0,47.0,Higher Secondary
CAR00424,Biotechnologist Specialist 424,Defence & Security,Track 4,Cluster 4,38.0,43.0,44.0,41.0,26.0,16.0,88.0,89.0,16.0,59.0,52.0,21.0,81.0,39.0,90.0,46.0,43.0,88.0,30.0,47.0,41.0,Secondary
CAR00425,Geneticist Specialist 425,Media & Communication,Track 5,Cluster 5,46.0,43.0,83.0,73.0,49.0,61.0,25.0,18.0,74.0,30.0,38.0,46.0,42.0,82.0,91.0,20.0,23.0,39.0,36.0,60.0,72.0,Postgraduate
CAR00426,Agricultural Scientist Specialist 426,Arts & Design,Track 6,Cluster 6,31.0,82.0,24.0,67.0,68.0,37.0,92.0,94.0,57.0,51.0,74.0,91.0,68.0,87.0,89.0,25.0,73.0,55.0,65.0,90.0,63.0,Secondary
CAR00427,Agronomist Specialist 427,Fashion,Track 7,Cluster 7,82.0,59.0,67.0,85.0,29.0,70.0,49.0,54.0,62.0,52.0,33.0,37.0,82.0,91.0,77.0,36.0,30.0,21.0,90.0,50.0,60.0,Undergraduate
CAR00428,Forestry Specialist Specialist 428,Hospitality & Tourism,Track 8,Cluster 8,50.0,91.0,73.0,71.0,69.0,90.0,53.0,92.0,33.0,35.0,18.0,25.0,69.0,83.0,83.0,52.0,73.0,51.0,38.0,84.0,24.0,Secondary
CAR00429,Environmental Scientist Specialist 429,Sports,Track 9,Cluster 9,64.0,33.0,91.0,41.0,71.0,15.0,52.0,28.0,84.0,77.0,36.0,64.0,63.0,95.0,46.0,70.0,59.0,46.0,80.0,74.0,51.0,Undergraduate
CAR00430,Renewable Energy Engineer Specialist 430,Logistics & Supply Chain,Track 10,Cluster 10,45.0,86.0,45.0,92.0,45.0,15.0,70.0,28.0,54.0,68.0,17.0,24.0,33.0,94.0,62.0,24.0,21.0,83.0,64.0,62.0,39.0,Diploma
CAR00431,Energy Analyst Specialist 431,Skilled Trades,Track 1,Cluster 11,78.0,56.0,,95.0,71.0,65.0,80.0,69.0,26.0,53.0,22.0,40.0,70.0,36.0,18.0,95.0,29.0,41.0,72.0,22.0,55.0,Diploma
CAR00432,Automotive Engineer Specialist 432,Research,Track 2,Cluster 12,61.0,63.0,93.0,78.0,22.0,19.0,46.0,41.0,46.0,86.0,55.0,22.0,50.0,17.0,,94.0,36.0,59.0,65.0,41.0,95.0,Diploma
CAR00433,Aviation Engineer Specialist 433, Technology ,Track 3,Cluster 13,74.0,71.0,89.0,44.0,42.0,47.0,15.0,88.0,80.0,30.0,35.0,50.0,15.0,91.0,40.0,18.0,70.0,79.0,47.0,47.0,50.0,Diploma
CAR00434,Pilot Specialist 434,Engineering,Track 4,Cluster 14,48.0,72.0,78.0,44.0,51.0,50.0,66.0,71.0,42.0,66.0,61.0,59.0,46.0,16.0,50.0,25.0,33.0,26.0,72.0,44.0,53.0,Undergraduate
CAR00435,Marine Engineer Specialist 435,Healthcare,Track 5,Cluster 15,,66.0,53.0,94.0,41.0,71.0,38.0,28.0,89.0,38.0,38.0,62.0,28.0,21.0,71.0,43.0,86.0,25.0,27.0,36.0,49.0,Postgraduate
CAR00436,Oceanographer Specialist 436,Life Sciences,Track 6,Cluster 16,46.0,68.0,33.0,43.0,17.0,39.0,88.0,62.0,42.0,49.0,75.0,79.0,34.0,52.0,59.0,50.0,68.0,93.0,51.0,33.0,77.0,Professional Degree
CAR00437,Accountant Specialist 437,Agriculture,Track 7,Cluster 17,43.0,58.0,34.0,82.0,17.0,95.0,82.0,27.0,86.0,90.0,32.0,94.0,47.0,15.0,31.0,35.0,90.0,90.0,22.0,80.0,44.0,Professional Degree
CAR00438,Financial Analyst Specialist 438,Environment,Track 8,Cluster 18,26.0,86.0,34.0,86.0,25.0,23.0,59.0,66.0,93.0,16.0,70.0,65.0,31.0,59.0,35.0,78.0,41.0,37.0,54.0,42.0,20.0,Professional Degree
CAR00439,Auditor Specialist 439,Architecture & Construction,Track 9,Cluster 19,93.0,82.0,38.0,73.0,41.0,42.0,18.0,26.0,26.0,34.0,42.0,77.0,47.0,51.0,95.0,92.0,74.0,82.0,24.0,53.0,94.0,Professional Degree
CAR00440,Investment Analyst Specialist 440, Manufacturing ,Track 10,Cluster 20,68.0,24.0,18.0,20.0,79.0,86.0,78.0,72.0,36.0,74.0,23.0,22.0,34.0,35.0,88.0,85.0,53.0,32.0,54.0,,69.0,Undergraduate
CAR00441,Economist Specialist 441,Energy,Track 1,Cluster 21,94.0,79.0,59.0,32.0,65.0,58.0,55.0,31.0,69.0,78.0,51.0,25.0,67.0,90.0,78.0,53.0,63.0,84.0,39.0,79.0,26.0,Professional Degree
CAR00442,Entrepreneur Specialist 442,Transportation,Track 2,Cluster 22,75.0,74.0,78.0,24.0,18.0,20.0,40.0,67.0,95.0,46.0,28.0,77.0,81.0,69.0,47.0,46.0,44.0,27.0,45.0,50.0,22.0,Postgraduate
CAR00443,Marketing Specialist Specialist 443,Aviation,Track 3,Cluster 23,64.0,56.0,47.0,70.0,77.0,73.0,17.0,83.0,28.0,63.0,85.0,28.0,29.0,20.0,15.0,94.0,54.0,47.0,90.0,62.0,70.0,Secondary
CAR00444,Human Resources Specialist Specialist 444,Marine,Track 4,Cluster 24,86.0,72.0,79.0,21.0,70.0,43.0,48.0,91.0,88.0,48.0,27.0,24.0,81.0,47.0,79.0,60.0,68.0,25.0,49.0,17.0,34.0,Professional Degree
CAR00445,Lawyer Specialist 445,Business,Track 5,Cluster 25,38.0,77.0,26.0,17.0,74.0,45.0,24.0,93.0,25.0,20.0,87.0,44.0,31.0,62.0,32.0,37.0,51.0,20.0,58.0,39.0,95.0,Higher Secondary
CAR00446,Legal Advisor Specialist 446, Finance ,Track 6,Cluster 26,32.0,89.0,,35.0,53.0,34.0,,35.0,54.0,68.0,64.0,86.0,31.0,80.0,88.0,20.0,58.0,17.0,33.0,30.0,38.0,Postgraduate
CAR00447, Teacher Specialist 447 ,Law,Track 7,Cluster 27,80.0,21.0,92.0,89.0,47.0,69.0,58.0,93.0,,87.0,79.0,18.0,35.0,73.0,24.0,38.0,48.0,17.0,58.0,82.0,50.0,Diploma
CAR00448,Education Consultant Specialist 448,Education,Track 8,Cluster 28,70.0,38.0,35.0,48.0,38.0,55.0,83.0,71.0,54.0,78.0,78.0,19.0,63.0,22.0,78.0,26.0,43.0,39.0,19.0,35.0,36.0,Higher Secondary
CAR00449,Psychologist Specialist 449,Psychology & Social Services,Track 9,Cluster 29,31.0,40.0,38.0,70.0,55.0,25.0,47.0,28.0,30.0,45.0,84.0,79.0,29.0,44.0,28.0,46.0,15.0,60.0,54.0,52.0,51.0,Undergraduate
CAR00450,Counsellor Specialist 450,Government & Public Service,Track 10,Cluster 30,22.0,59.0,85.0,26.0,87.0,32.0,26.0,47.0,55.0,54.0,70.0,85.0,26.0,39.0,43.0,51.0,67.0,53.0,39.0,54.0,48.0,Postgraduate
CAR00451,Social Worker Specialist 451,Defence & Security,Track 1,Cluster 1,75.0,60.0,37.0,26.0,53.0,44.0,94.0,51.0,23.0,72.0,86.0,24.0,54.0,,30.0,30.0,29.0,16.0,54.0,73.0,64.0,Postgraduate
CAR00452,Civil Services Officer Specialist 452,Media & Communication,Track 2,Cluster 2,93.0,50.0,23.0,45.0,76.0,38.0,41.0,91.0,53.0,51.0,15.0,56.0,91.0,33.0,64.0,42.0,31.0,92.0,64.0,49.0,87.0,Diploma
CAR00453,Policy Analyst Specialist 453,Arts & Design,Track 3,Cluster 3,15.0,58.0,92.0,69.0,78.0,73.0,28.0,80.0,20.0,79.0,33.0,40.0,69.0,49.0,89.0,16.0,63.0,44.0,76.0,33.0,34.0,Undergraduate
CAR00454,Defence Officer Specialist 454,Fashion,Track 4,Cluster 4,23.0,50.0,39.0,40.0,79.0,34.0,73.0,45.0,60.0,42.0,38.0,28.0,83.0,59.0,78.0,88.0,22.0,76.0,20.0,40.0,63.0,Secondary
CAR00455,Journalist Specialist 455,Hospitality & Tourism,Track 5,Cluster 5,66.0,50.0,24.0,68.0,43.0,57.0,31.0,70.0,78.0,49.0,89.0,38.0,74.0,25.0,57.0,81.0,84.0,66.0,47.0,35.0,65.0,Professional Degree
CAR00456,Public Relations Specialist Specialist 456,Sports,Track 6,Cluster 6,76.0,46.0,20.0,81.0,60.0,25.0,55.0,82.0,86.0,68.0,60.0,44.0,15.0,41.0,75.0,37.0,28.0,39.0,91.0,34.0,81.0,Postgraduate
CAR00457,Content Creator Specialist 457,Logistics & Supply Chain,Track 7,Cluster 7,46.0,15.0,39.0,79.0,77.0,23.0,45.0,86.0,,65.0,77.0,60.0,23.0,56.0,39.0,76.0,77.0,67.0,94.0,,36.0,Higher Secondary
CAR00458,Graphic Designer Specialist 458,Skilled Trades,Track 8,Cluster 8,73.0,73.0,38.0,36.0,26.0,48.0,90.0,48.0,78.0,92.0,87.0,34.0,23.0,18.0,80.0,79.0,90.0,94.0,51.0,85.0,23.0,Diploma
CAR00459,UI UX Designer Specialist 459,Research,Track 9 ,Cluster 9,27.0,45.0,74.0,64.0,61.0,18.0,49.0,36.0,51.0,62.0,35.0,68.0,77.0,66.0,84.0,32.0,40.0,18.0,51.0,59.0,64.0,Secondary
CAR00460,Product Designer Specialist 460,Technology,Track 10,Cluster 10,76.0,70.0,42.0,41.0,34.0,85.0,38.0,87.0,25.0,20.0,19.0,34.0,68.0,25.0,51.0,36.0,48.0,32.0,91.0,55.0,46.0,Undergraduate
CAR00461,Fashion Designer Specialist 461,Engineering,Track 1,Cluster 11,26.0,70.0,92.0,56.0,18.0,,87.0,42.0,30.0,60.0,18.0,33.0,19.0,64.0,45.0,79.0,91.0,79.0,46.0,87.0,53.0,Diploma
CAR00462,Illustrator Specialist 462,Healthcare,Track 2,Cluster 12,64.0,55.0,70.0,75.0,44.0,76.0,37.0,35.0,69.0,68.0,84.0,29.0,44.0,89.0,58.0,29.0,21.0,36.0,58.0,43.0,27.0,Professional Degree
CAR00463,Animator Specialist 463,Life Sciences,Track 3,Cluster 13,39.0,38.0,44.0,30.0,21.0,28.0,22.0,72.0,73.0,53.0,78.0,67.0,63.0,76.0,55.0,83.0,15.0,90.0,74.0,37.0,80.0,Secondary
CAR00464,Chef Specialist 464,Agriculture,Track 4,Cluster 14,34.0,44.0,58.0,33.0,87.0,36.0,81.0,26.0,53.0,62.0,33.0,81.0,35.0,22.0,31.0,34.0,77.0,48.0,58.0,37.0,83.0,Undergraduate
CAR00465,Hotel Manager Specialist 465,Environment,Track 5,Cluster 15,76.0,27.0,84.0,37.0,88.0,95.0,30.0,70.0,21.0,17.0,63.0,49.0,50.0,47.0,71.0,22.0,31.0,73.0,,83.0,79.0,Higher Secondary
CAR00466,Travel Consultant Specialist 466,Architecture & Construction,Track 6,Cluster 16,50.0,49.0,20.0,53.0,57.0,93.0,30.0,74.0,81.0,71.0,64.0,74.0,89.0,63.0,49.0,84.0,27.0,61.0,87.0,78.0,35.0,Professional Degree
CAR00467,Sports Coach Specialist 467,Manufacturing,Track 7,Cluster 17,49.0,20.0,51.0,49.0,17.0,62.0,61.0,91.0,16.0,84.0,16.0,71.0,51.0,32.0,39.0,39.0,23.0,86.0,72.0,55.0,26.0,Secondary
CAR00468,Sports Scientist Specialist 468,Energy,Track 8,Cluster 18,15.0,60.0,91.0,81.0,89.0,78.0,16.0,56.0,27.0,49.0,87.0,92.0,26.0,73.0,19.0,61.0,72.0,73.0,57.0,84.0,15.0,Secondary
CAR00469,Supply Chain Analyst Specialist 469,Transportation,Track 9,Cluster 19,46.0,19.0,95.0,83.0,85.0,62.0,90.0,84.0,95.0,32.0,69.0,90.0,73.0,37.0,59.0,74.0,94.0,56.0,43.0,62.0,44.0,Diploma
CAR00470,Logistics Manager Specialist 470,Aviation,Track 10,Cluster 20,89.0,25.0,31.0,25.0,59.0,76.0,66.0,69.0,26.0,73.0,72.0,18.0,41.0,94.0,72.0,22.0,44.0,92.0,38.0,60.0,47.0,Secondary
CAR00471,Electrician Specialist 471,Marine,Track 1,Cluster 21,67.0,24.0,87.0,81.0,55.0,56.0,84.0,34.0,38.0,71.0,60.0,58.0,18.0,60.0,33.0,64.0,84.0,43.0,31.0,15.0,42.0,Undergraduate
CAR00472,Welder Specialist 472,Business,Track 2,Cluster 22,19.0,74.0,95.0,24.0,66.0,36.0,44.0,55.0,88.0,70.0,63.0,88.0,86.0,87.0,52.0,58.0,65.0,54.0,88.0,59.0,72.0,Professional Degree
CAR00473,Technician Specialist 473,Finance,Track 3,Cluster 23,91.0,54.0,17.0,46.0,72.0,50.0,65.0,90.0,41.0,75.0,84.0,92.0,54.0,36.0,59.0,61.0,62.0,78.0,59.0,72.0,92.0,Undergraduate
CAR00474,Research Scientist Specialist 474,Law,Track 4,Cluster 24,46.0,31.0,65.0,51.0,71.0,91.0,84.0,53.0,66.0,91.0,95.0,55.0,33.0,20.0,20.0,66.0,74.0,88.0,44.0,84.0,59.0,Higher Secondary
CAR00475,Software Developer Specialist 475,Education,Track 5,Cluster 25,78.0,86.0,15.0,64.0,53.0,15.0,90.0,37.0,83.0,55.0,84.0,69.0,53.0,22.0,47.0,64.0,54.0,16.0,55.0,92.0,38.0,Undergraduate
CAR00476,Data Scientist Specialist 476,Psychology & Social Services,Track 6,Cluster 26,47.0,78.0,77.0,94.0,40.0,17.0,17.0,56.0,51.0,47.0,80.0,58.0,91.0,27.0,90.0,55.0,35.0,80.0,17.0,84.0,28.0,Diploma
CAR00477,AI Engineer Specialist 477,Government & Public Service,Track 7,Cluster 27,86.0,37.0,30.0,74.0,79.0,66.0,69.0,80.0,23.0,38.0,19.0,76.0,62.0,20.0,52.0,46.0,91.0,45.0,75.0,31.0,91.0,Diploma
CAR00478,Machine Learning Engineer Specialist 478,Defence & Security,Track 8,Cluster 28,37.0,44.0,59.0,92.0,62.0,36.0,50.0,15.0,85.0,92.0,17.0,50.0,50.0,41.0,35.0,56.0,57.0,59.0,26.0,28.0,57.0,Diploma
CAR00479,Cybersecurity Analyst Specialist 479,Media & Communication,Track 9,Cluster 29,21.0,73.0,79.0,23.0,53.0,75.0,83.0,40.0,90.0,55.0,35.0,82.0,37.0,61.0,20.0,52.0,72.0,29.0,25.0,65.0,44.0,Postgraduate
CAR00480,Cloud Engineer Specialist 480,Arts & Design,Track 10,Cluster 30,83.0,57.0,59.0,83.0,67.0,30.0,50.0,67.0,22.0,93.0,46.0,15.0,53.0,40.0,50.0,76.0,94.0,17.0,92.0,54.0,95.0,Secondary
CAR00481,Database Administrator Specialist 481,Fashion,Track 1,Cluster 1,29.0,15.0,55.0,44.0,62.0,57.0,15.0,35.0,46.0,69.0,59.0,33.0,80.0,40.0,80.0,15.0,32.0,23.0,78.0,26.0,23.0,Diploma
CAR00482,Web Developer Specialist 482,Hospitality & Tourism,Track 2,Cluster 2,70.0,39.0,64.0,50.0,48.0,62.0,41.0,91.0,43.0,29.0,80.0,17.0,77.0,32.0,83.0,59.0,44.0,56.0,60.0,71.0,94.0,Undergraduate
CAR00483,Mobile App Developer Specialist 483,Sports,Track 3,Cluster 3,78.0,22.0,84.0,15.0,32.0,15.0,76.0,91.0,35.0,51.0,21.0,31.0,61.0,83.0,71.0,46.0,40.0,95.0,57.0,29.0,19.0,Postgraduate
CAR00484,Network Engineer Specialist 484,Logistics & Supply Chain,Track 4,Cluster 4,37.0,89.0,55.0,84.0,89.0,44.0,88.0,54.0,95.0,79.0,68.0,95.0,77.0,72.0,20.0,36.0,78.0,67.0,20.0,85.0,44.0,Undergraduate
CAR00485,Data Analyst Specialist 485,Skilled Trades,Track 5, Cluster 5 ,23.0,24.0,55.0,25.0,64.0,53.0,68.0,29.0,30.0,29.0,85.0,35.0,53.0,33.0,81.0,27.0,61.0,,43.0,29.0,93.0,Secondary
CAR00486,Business Analyst Specialist 486,Research,Track 6,Cluster 6,59.0,31.0,51.0,84.0,16.0,30.0,45.0,40.0,75.0,46.0,32.0,50.0,33.0,74.0,68.0,33.0,28.0,90.0,86.0,34.0,80.0,Secondary
CAR00487,Civil Engineer Specialist 487,Technology,Track 7,Cluster 7,80.0,82.0,53.0,37.0,23.0,59.0,90.0,29.0,40.0,22.0,72.0,54.0,49.0,94.0,48.0,95.0,36.0,15.0,63.0,92.0,35.0,Secondary
CAR00488,Mechanical Engineer Specialist 488,Engineering,Track 8,Cluster 8,55.0,68.0,46.0,72.0,64.0,57.0,65.0,79.0,74.0,34.0,51.0,62.0,84.0,15.0,63.0,71.0,17.0,50.0,89.0,24.0,95.0,Diploma
CAR00489,Electrical Engineer Specialist 489,Healthcare,Track 9,Cluster 9,59.0,25.0,23.0,57.0,43.0,55.0,38.0,52.0,28.0,43.0,76.0,36.0,23.0,71.0,52.0,44.0,78.0,35.0,91.0,88.0,82.0,Diploma
CAR00490,Electronics Engineer Specialist 490,Life Sciences,Track 10, Cluster 10 ,47.0,81.0,42.0,23.0,44.0,53.0,73.0,36.0,67.0,49.0,92.0,27.0,75.0,93.0,61.0,21.0,57.0,85.0,86.0,59.0,76.0,Professional Degree
CAR00491,Chemical Engineer Specialist 491,Agriculture,Track 1,Cluster 11,48.0,74.0,55.0,53.0,86.0,58.0,16.0,33.0,,85.0,34.0,23.0,42.0,84.0,83.0,65.0,95.0,58.0,71.0,56.0,72.0,Undergraduate
CAR00492,Biomedical Engineer Specialist 492,Environment,Track 2,Cluster 12,39.0,26.0,34.0,22.0,53.0,,58.0,28.0,93.0,27.0,57.0,29.0,64.0,94.0,81.0,34.0,32.0,23.0,52.0,28.0,55.0,Postgraduate
CAR00493,Environmental Engineer Specialist 493,Architecture & Construction,Track 3, Cluster 13 ,39.0,37.0,38.0,86.0,54.0,42.0,65.0,64.0,20.0,73.0,37.0,72.0,94.0,85.0,28.0,50.0,60.0,92.0,54.0,25.0,74.0,Diploma
CAR00494,Architect Specialist 494, Manufacturing ,Track 4,Cluster 14,57.0,17.0,70.0,20.0,74.0,19.0,55.0,18.0,82.0,37.0,23.0,56.0,59.0,77.0,57.0,27.0,81.0,15.0,19.0,27.0,72.0,Diploma
CAR00495,Urban Planner Specialist 495,Energy,Track 5,Cluster 15,59.0,58.0,94.0,27.0,93.0,73.0,60.0,43.0,34.0,41.0,21.0,78.0,73.0,15.0,82.0,39.0,52.0,56.0,94.0,94.0,17.0,Postgraduate
CAR00496,Doctor Specialist 496,Transportation,Track 6,Cluster 16,49.0,66.0,91.0,67.0,51.0,61.0,57.0,55.0,89.0,89.0,25.0,91.0,53.0,47.0,33.0,66.0,40.0,47.0,78.0,92.0,81.0,Higher Secondary
CAR00497,Nurse Specialist 497,Aviation,Track 7,Cluster 17,34.0,30.0,46.0,55.0,57.0,93.0,57.0,94.0,75.0,52.0,18.0,20.0,71.0,,30.0,56.0,74.0,44.0,20.0,58.0,85.0,Undergraduate
CAR00498,Physiotherapist Specialist 498,Marine,Track 8,Cluster 18,21.0,21.0,33.0,56.0,70.0,51.0,69.0,42.0,30.0,91.0,32.0,55.0,29.0,47.0,56.0,37.0,84.0,16.0,60.0,42.0,57.0,Postgraduate
CAR00499,Pharmacist Specialist 499,Business,Track 9,Cluster 19,87.0,63.0,50.0,34.0,46.0,32.0,95.0,52.0,77.0,93.0,20.0,78.0,46.0,51.0,56.0,25.0,92.0,21.0,16.0,77.0,86.0,Diploma
CAR00500,Dentist Specialist 500,Finance,Track 10,Cluster 20,25.0,32.0,49.0,63.0,21.0,15.0,39.0,18.0,38.0,19.0,48.0,58.0,36.0,91.0,59.0,50.0,90.0,82.0,82.0,33.0,66.0,Professional Degree
CAR00501,Medical Laboratory Scientist Specialist 501,Law,Track 1,Cluster 21,21.0,64.0,71.0,27.0,89.0,77.0,23.0,67.0,94.0,51.0,,32.0,93.0,23.0,72.0,74.0,51.0,22.0,56.0,95.0,91.0,Postgraduate
CAR00502,Microbiologist Specialist 502,Education,Track 2,Cluster 22,41.0,81.0,62.0,93.0,45.0,59.0,23.0,79.0,34.0,68.0,25.0,84.0,74.0,35.0,43.0,43.0,43.0,59.0,79.0,74.0,80.0,Diploma
